STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS_WITH_10YR_RULE,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING,STATUS_NO_10YR_RULE,CAT10
36,00000000107569B,1,1,7,278,0,N2,47,51000,'VARICK STREET           ',,'RTE I278          ','1 MI SW JCT I278 & I495  ',99.99,19.662,1,278,,40433007,73560529,0,3,1,1,11,1973,1,2,129357,2011,5,7,0,0,1,0,N,0,0,5,N,0,0,A,1,1,2,1,0,0,25,0,6,22.5,174,0,0,6.1,7,99.99,H,5.59,H,3.7,0,5,5,6,N,N,5,75.1,5,19.6,4,5,8,5,N,8,31,1,174,515,24,N  ,N  ,N  ,,,,20099,1886,21985,2014,,,,1,N,1,,1,0,0,N,6,0,N,13,1,,Y,N,181100,2031,,N,5/26/16,B,L*,,M001,X731243,0,10,10,,,0,,62.1,0,F
36,1075700,1,1,1,878,0,N4,81,51000,'LEFFERTS BLVD           ',,'RTE 878           ','1.1 MI W RTE 678+I78     ',99.99,1.641,1,878,,40394950,73492203,1,3,1,1,12,1967,4,4,49237,2012,A,22.2,0,3,1,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,3,0,19.7,22.5,44.8,0,0,20.3,21.3,99.99,H,5.16,H,1.5,0,9,9,8,N,N,1,86.2,1,51.7,8,6,3,5,N,4,34,1,44.8,615,24,N  ,N  ,N  ,,,,3798,2224,6022,2014,,,,0,N,1,,1,0,2010,1,2,0,1,6,0,,Y,N,68932,2032,,N,5/26/16,B,L*,,L230,X072093,0,11,11,,,0,,86.4,2,G
36,1075710,1,1,1,678,0,N4,81,51000,'RTE I678                ',,'RTE I678          ','.2 MI S RTE 678+RTE 27   ',99.99,3.492,1,678,,40394767,73480813,1,3,1,1,11,1967,3,3,53292,2010,5,10.9,0,39,0,0,0,1,1,5,N,0,0,A,1,1,3,2,0,0,3,0,10.9,29.8,56.6,0.5,0.5,11,12.5,99.99,H,4.74,H,0.9,0.4,8,7,5,N,N,1,82.6,1,49,5,2,3,5,N,8,34,1,56.6,214,24,N  ,N  ,N  ,,,,911,533,1444,2014,,,,1,N,1,,1,0,0,1,6,0,0,10,1,,Y,N,74609,2030,,N,5/26/16,B,A ,,,,,,,,,2,,58.8,2,F
36,1075720,1,1,7,678,0,N4,81,51000,'RTE I678                ',,'RTE I678          ','.3 MI S I678 + SH 27     ',99.99,0.225,0,,,40394533,73480451,0,3,1,1,11,1967,2,3,0,2015,5,8.5,0,45,0,0,1,1,1,5,N,0,0,A,1,1,3,2,0,0,3,0,8.5,28.3,54.8,0.5,0.5,8.5,10.1,99.99,H,4.62,H,0.5,0.5,7,5,5,N,N,1,87.1,1,51.7,5,3,3,5,N,8,34,1,54.8,214,24,N  ,N  ,N  ,,,,1500,878,2378,2014,,,,2,N,1,,1,0,0,1,6,0,0,10,1,,Y,N,0,0,,N,5/26/16,B,A ,,,,,,,,,2,,79,2,F
36,1075730,1,1,7,678,0,N4,81,51000,'RTE I878  SOUTH CONDUIT ',,'RTE I678          ','.3 MI SSE RTE 678+RTE 27 ',99.99,0.241,0,,,40395545,73474951,1,3,1,1,11,1967,3,5,0,2015,5,12.1,0,99,0,0,1,1,1,5,N,0,0,A,1,1,3,2,0,0,3,0,12.1,31,88,0.5,0.5,12.2,13.8,99.99,H,4.42,H,3,0.9,5,6,6,N,N,1,54.4,1,32.7,6,3,3,5,N,6,34,1,88,915,24,N  ,N  ,N  ,,,,1850,1083,2933,2014,,,,2,N,1,,1,0,0,1,6,0,0,10,1,,Y,N,0,0,,N,5/26/16,B,A ,,,,,,,,,2,,89,2,F
36,1075740,1,5,0,0,0,N1,5,51000,'RTE 907H  RTE 907H      ',,'WATSON AVE        ','.7 MI S I95+BX RIVER PKWY',99.99,0.885,0,,,40493654,73522180,1,3,1,1,17,1948,2,5,1991,2011,5,15.2,0,8,0,0,0,1,1,4,N,0,0,A,5,1,3,2,0,0,2,0,15.2,13.7,27.7,4.2,4.2,15.2,24.4,99.99,H,4.11,H,0.3,0.3,5,5,5,N,N,1,40.8,1,22.7,5,9,3,5,N,8,36,1,27.7,214,24,N  ,N  ,N  ,,,,2651,1552,4203,2014,,,,0,N,2,,0,0,0,1,6,0,0,9,0,,Y,N,2787,2031,,N,5/26/16,B,A ,,,,,,,,,2,,73,2,F
36,1075751,1,1,1,278,0,N5,85,51000,'SIRT SOUTH SHORE        ',,'RTE I278          ','2.6 MI W JCT I278&BLT PKY',99.99,1.078,1,00000X6M14,,40362298,74045325,1,3,1,1,16,1965,7,0,5582,2011,0,20.7,3,26,0,0,0,0,0,5,N,0,0,A,5,2,3,2,0,0,3,0,14.8,17.9,43.9,2.4,0,26.2,30.6,99.99,R,5.46,R,5,0,6,6,5,N,N,1,86.2,1,51.7,5,4,2,5,N,4,31,1,43.9,1015,24,N  ,N  ,N  ,,,,11929,1119,13048,2014,,,,0,L,2,,1,0,0,1,6,9,0,7,1,,Y,N,0,2031,,N,5/26/16,B,A ,,H230,X730933,0,13,13,,,2,,77.7,2,F
36,1075752,1,1,1,278,0,N5,85,51000,'SIRT SOUTH SHORE        ',,'RTE I278          ','2.6 MI W JCT I278&BLT PKY',99.99,0.885,1,00000X6M13,,40362224,74045402,1,3,1,1,16,1965,6,0,0,2015,0,20.7,3,26,0,0,0,1,1,5,N,0,0,A,5,2,3,2,0,0,3,0,14.8,17.9,43.6,0.7,2.4,26.2,30.6,99.99,R,5.94,R,5.1,0,6,5,5,N,N,1,81.6,1,48.1,5,6,3,5,N,4,36,1,43.6,1015,24,N  ,N  ,N  ,,,,4157,2434,6591,2014,,,,0,R,1,,1,0,0,1,6,0,0,7,1,,Y,N,0,0,,N,5/26/16,B,L*,,H230,X730933,0,13,13,,,2,,82,2,F
36,1075753,1,1,1,278,0,N5,85,51000,'SIRT SOUTH SHORE        ',,'RTE I278          ','2.6MI W JCT I278&BELT PKY',99.99,10.989,1,00000X6M14,,40362250,74045369,1,3,1,1,11,2005,2,0,126055,2011,9,10.4,2,26,0,0,N,0,0,5,N,0,0,A,1,2,5,5,0,0,1,0,10.3,29.9,31.1,0,0,10.4,11.6,99.99,R,5.56,R,7,0,8,8,9,N,N,1,99.9,1,78.9,8,4,3,5,N,8,34,1,31.1,1015,24,N  ,N  ,N  ,,,,1451,850,2301,2014,,,,1,N,2,,1,0,0,N,2,0,N,10,1,,Y,N,176477,2031,,N,5/26/16,B,A ,,,,,,,,,2,,83.6,2,G
36,1075760,1,8,7,0,0,N5,85,51000,'RTE I278                ',,'NORTH NARROWS RD  ','1.9MI W JCT I278+BELT PKY',99.99,0.306,0,,,40361457,74040541,1,3,1,1,11,1964,3,1,0,2015,5,10.9,0,55,0,0,0,0,1,5,N,0,0,A,1,1,3,2,0,0,1,0,10.9,21.3,22.8,0.7,0.7,11,13.1,99.99,H,4.34,H,1.6,1.5,6,8,6,N,N,1,99.9,1,59.9,6,2,3,5,N,8,34,1,22.8,314,24,N  ,N  ,N  ,,,,217,127,344,2014,,,,2,N,1,,1,0,0,1,6,0,0,10,0,,Y,N,0,0,,N,5/26/16,B,A ,,Q100,XM04033,0,40,17,,,2,,88,2,F
36,1075770,1,5,7,0,0,N5,85,51000,'RTE I278                ',,'SOUTH NARROWS RD  ','1.9MI W JCT I278+BELT PKY',99.99,0.338,0,,,40361107,74040360,1,3,1,1,11,2014,1,1,0,2015,A,7.6,0,45,0,1,1,0,1,5,N,0,0,A,1,1,3,2,0,0,1,0,10.9,40.5,41.8,0,0,7.6,8.5,99.99,H,4.52,H,0.7,1.5,9,9,9,N,N,1,67.1,1,39.9,9,7,3,5,N,8,34,1,41.8,314,24,N  ,N  ,N  ,,,,1362,798,2160,2014,,,,2,N,1,,1,0,0,1,2,0,1,10,0,,Y,N,0,0,,N,5/26/16,B,Z ,,Q120,XM04033,0,40,17,,,0,,94,2,G
36,1075789,1,1,1,278,0,N1,5,51000,'ROSEDALE AVENUE         ',,'RTE I278          ','1.7 MI W I878+I95        ',99.99,5.326,1,278,,40493030,73520363,1,3,1,1,11,1968,6,6,86143,2010,5,25.2,2,0,0,0,0,0,0,5,N,0,0,A,1,1,4,2,2,1,3,24,16.4,28.6,273.7,3,0,31.9,33.4,99.99,H,4.36,H,2.9,5,5,5,5,N,N,1,49.9,1,30.8,5,9,5,5,N,8,37,1,273.7,1014,24,N  ,N  ,N  ,,,,89358,52328,141686,2014,,,,1,N,2,,1,0,0,1,2,0,0,10,1,,Y,N,120600,2030,,N,5/26/16,B,Z ,,440,2781229,0,14,17,,,0,,76.5,0,F
36,1075800,1,1,7,95,0,N1,5,51000,'RTE I95                 ',,'RTE I95           ','1.3 MI N I295+I95        ',99.99,0.032,0,,,40511532,73493215,0,3,1,1,11,1961,2,2,0,2015,5,8.8,0,45,0,0,0,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,8.8,18.2,20.1,0.7,0.7,8.8,11,99.99,H,4.47,H,1.7,1.4,6,8,6,N,N,1,67.1,1,39.9,6,4,3,5,N,4,34,1,20.1,815,24,N  ,N  ,N  ,,,,926,542,1468,2014,,,,2,N,1,,1,0,1995,1,2,0,0,10,1,,Y,N,0,0,,N,5/26/16,B,A ,,,,,,,,,2,,89,2,F
36,1075819,1,1,1,278,0,N1,5,51000,'BRONX RIVER AVE         ',,'RTE I278          ','.2 MI E I278+I878        ',5.99,4.087,1,278,,40492318,73525779,0,3,1,1,11,1968,6,6,111349,2010,0,23.4,2,0,1,0,0,0,1,5,N,0,0,A,1,1,4,2,2,1,9,19,23.4,28.3,330,2.4,2.4,23.5,28.3,5.99,H,4.32,H,3,0,5,5,5,N,N,1,36.3,1,21.8,5,4,4,5,N,8,31,1,330,715,24,Y24,N  ,N  ,715,,,72673,6820,79493,2014,,,,1,N,2,,1,0,0,N,1,0,N,11,1,,Y,N,155889,2030,,N,5/26/16,B,Z ,,1770,000S024,0,14,21,,,0,,68.8,0,F
36,00000000107581A,1,1,7,0,0,N1,5,51000,'RELIEF                  ',,'278I 278X1MR03E1  ','.2 MI E JCT I278 & I878  ',99.99,5.213,0,,,40492410,73525094,0,3,1,1,11,1966,2,0,77250,1994,5,6,0,99,0,1,N,0,0,5,0,0,0,A,1,0,2,1,0,0,7,0,6,7.6,45.1,1,0.4,6.1,8.2,99.99,N,0,N,0,0,6,6,6,N,N,1,36.3,1,21.8,5,2,N,5,N,8,34,1,45.1,515,24,N  ,N  ,N  ,,,,1491,873,2364,2014,,,,1,N,1,,1,0,0,1,2,0,0,9,1,,Y,N,108150,2014,,N,5/26/16,B,A ,,H120,000S225,0,13,15,,,2,,65.8,2,F
36,1075860,1,5,7,0,0,N1,5,51000,'RTE 908A  RTE 908A      ',,'ORCHARD BEACH RD  ','1 MI NE I95 &HTCHSN R PKY',99.99,0.145,0,,,40522284,73490683,0,3,1,1,12,1940,4,6,0,2015,0,15.8,2,12,0,0,0,0,0,5,N,0,0,A,1,1,1,7,0,0,2,0,15.9,15.5,31.3,3.4,1.4,16,21.8,99.99,H,3.58,H,0.1,0.3,N,5,5,N,N,5,55.4,5,20.7,5,4,2,5,N,4,31,1,31.3,614,24,N  ,N  ,N  ,,,,7228,678,7906,2014,,,,0,N,2,,1,0,0,N,6,0,N,10,0,,Y,N,0,0,,N,5/26/16,B,A ,,,,,,,,,2,,65,2,F
36,1075880,1,5,0,0,0,N4,81,51000,'RTE 907M  RTE 907M      ',,'UNION TURNPIKE    ','.3 MI E RTE 678+GCP      ',99.99,3.926,0,,,40430051,73491219,1,3,1,1,14,1963,3,6,34613,2010,5,9.1,0,40,0,0,0,0,1,5,N,0,0,A,5,1,1,11,0,0,2,0,9.1,29.8,60.3,0.9,1.8,9.1,13.1,99.99,H,3.89,H,2.5,0.5,N,4,6,N,N,1,49,1,29,4,2,2,5,N,8,31,1,60.3,114,24,N  ,N  ,N  ,,,,16082,1509,17591,2014,,,,0,N,1,,1,0,0,N,6,0,N,7,0,,Y,N,48458,2030,,N,5/26/16,B,A ,,H100,XM97513,0,40,17,,,1,,43.8,1,P
36,1075899,1,1,1,87,0,N1,5,51000,'NURSERY RD- ABAND       ',,'RTE I87           ','4.9 MI N I87+I95         ',99.99,13.435,1,87,,40540995,73524274,1,3,1,1,11,1956,10,0,81314,2011,5,49.9,2,0,0,1,1,0,1,5,N,0,0,A,5,3,1,7,0,0,1,0,22.8,16.1,16.1,4.5,4.5,49.4,60,99.99,N,0,N,0,0,N,5,5,N,N,5,82.9,5,29.4,5,9,N,5,N,8,34,1,16.1,114,24,N  ,N  ,N  ,,,,11545,6761,18306,2014,,,,1,N,2,,1,0,1975,1,6,0,0,10,1,,Y,N,113840,2031,,N,5/26/16,B,Z ,,04M0,871302,0,14,15,,,0,,80.8,0,F
36,1075910,1,1,7,278,0,N4,81,51000,'WB LAUREL HILL BD       ',,'RTE I278          ','1.1 MI NE JCT I278 & I495',99.99,0.579,0,,,40441848,73541337,1,3,1,1,11,1969,1,3,0,2015,5,6.7,0,99,1,1,1,0,1,5,N,0,0,A,1,1,3,2,5,5,7,0,6.9,37.1,169.1,0,0,7.6,8.5,99.99,H,4.75,H,0.9,0.9,7,7,5,N,N,1,68,1,35.4,5,7,3,5,N,8,34,1,169.1,615,24,N  ,N  ,N  ,,,,1676,982,2658,2014,,,,2,N,1,,1,0,0,1,1,0,0,10,0,,Y,N,0,0,,N,5/26/16,B,A ,,L1C0,XM07033,0,47,47,,,2,,83,2,F
36,1075921,1,1,1,278,0,N4,81,51000,'RELIEF                  ',,'RTE I278          ','1.2 MI NE JCT I278 & I495',5.79,2.639,1,278,,40441770,73541180,1,3,1,1,11,1969,3,0,50280,2011,5,12.8,0,0,1,1,1,0,1,5,0,0,0,A,1,0,5,5,0,0,10,0,12.8,19.5,202.7,0,0,12.8,13.6,4.75,N,0,N,0,0,8,8,6,N,N,1,57.2,1,33.6,6,4,N,5,N,7,34,1,202.7,214,24,N  ,N  ,N  ,,,,952,557,1509,2014,,,,1,L,1,,1,0,1990,1,2,0,0,10,1,,Y,N,0,2031,,N,5/26/16,B,Z ,,,,,,,,,0,,76,0,F
36,1075922,1,1,1,278,0,N4,81,51000,'RELIEF                  ',,'RTE I278          ','1.2 MI NE JCT I278 & I495',5.72,2.639,1,278,,40441799,73541140,1,3,1,1,11,1969,3,0,50280,2011,5,12.8,0,0,0,1,1,0,1,5,0,0,0,A,1,0,5,5,0,0,8,0,12.8,21,143.9,0,0,12.8,13.6,4.75,N,0,N,0,0,7,7,6,N,N,1,67.1,1,39.9,6,4,N,5,N,7,34,1,143.9,214,24,N  ,N  ,N  ,,,,11035,6462,17497,2014,,,,1,R,1,,1,0,1990,1,2,0,0,10,1,,Y,N,0,2031,,N,5/26/16,B,Z ,,,,,,,,,0,,76,0,F
36,1075929,1,1,1,278,0,N4,81,51000,'61ST STREET             ',,'RTE I278          ','1.2 MI NE JCT I278 & I495',99.99,2.607,1,278,,40441732,73541322,1,3,1,1,11,1969,6,4,100560,2011,5,25.6,2,33,1,1,1,0,1,5,N,0,0,A,1,1,3,2,0,0,1,0,12.8,24.4,25.6,0,0,25.6,27.2,99.99,H,5.21,H,2.1,0,6,6,5,N,N,1,98,1,59,5,4,4,5,N,7,34,1,25.6,414,24,N  ,N  ,N  ,,,,595,349,944,2014,,,,1,N,2,,1,0,1990,1,1,0,0,10,1,,Y,N,140784,2031,,N,5/26/16,B,L*,,440,2781234,1,12,12,,,0,,77.3,0,F
36,1075930,1,5,7,678,0,N4,81,51000,'RTE 907M  RTE 907M  RTE ',,'RTE I678          ','JCT GCP+I678             ',99.99,0.579,1,00000X5MR1,,40453424,73512201,1,3,1,1,12,1963,3,6,0,2015,5,12.8,0,10,0,1,1,0,1,5,N,0,0,A,1,1,3,2,0,0,12,0,12.7,27.7,221.5,0,0,12.7,13.7,99.99,H,4.47,H,0.6,0.3,8,5,5,N,N,1,51.7,1,30.8,5,4,3,5,N,7,34,1,221.5,1114,24,Y24,N  ,N  ,1114,,,6508,3811,10319,2014,,,,0,N,1,,1,0,1994,1,2,0,1,9,1,,Y,N,0,0,,N,5/26/16,B,L*,,1770,210108,0,13,13,,,2,,82.3,2,F
36,1075940,1,1,1,678,0,N4,81,51000,'RTE 25A  RTE 907M  RTE 9',,'RTE I678          ','JCT GCP+I678             ',99.99,6.983,0,,,40453347,73512131,1,3,1,1,14,1962,2,11,29391,2009,5,9.1,0,0,0,1,1,0,1,5,N,0,0,A,1,1,3,2,0,0,18,0,9.1,37.1,389.2,0,0,9.1,10.1,99.99,H,4.42,H,0.3,0.3,8,7,6,N,N,1,52.6,1,31.8,6,4,2,5,N,8,31,1,389.2,514,24,Y24,N  ,N  ,514,,,43868,4117,47985,2014,,,,0,N,1,,1,0,1996,1,2,0,1,9,1,,Y,N,41147,2029,,N,5/26/16,B,A ,,1180,210300,1,12,12,,,2,,77,2,F
36,1075950,1,5,7,25,0,N4,81,51000,'RTE 907M                ',,'RTE 25            ','JCT G C PKWY & I678      ',99.99,8.817,1,25,,40453047,73511670,1,3,1,1,14,1963,2,5,31630,2010,5,6.7,0,25,1,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,8.3,28.9,29.8,0,0,8.4,9.4,99.99,H,4.65,H,2,0.3,9,7,7,N,N,1,65.3,1,39,7,3,3,5,N,6,34,1,29.8,414,24,N  ,N  ,N  ,,,,86,50,136,2014,,,,0,N,1,,1,0,1995,1,2,0,1,7,0,,Y,N,44282,2030,,N,5/26/16,B,A ,,1180,210300,1,12,12,,,2,,75,2,G
36,1075960,1,5,7,0,0,N4,81,51000,'RTE 907M                ',,'25AXW FROM 907MXW ','JCT GCP+I678             ',99.99,0,0,,,40453020,73511648,1,3,1,1,14,1963,1,5,12227,1997,5,6.4,0,99,1,1,1,0,1,5,N,0,0,A,1,1,3,2,0,0,1,0,6.4,35.6,36.5,0,0,6.4,6.7,99.99,H,4.62,H,3.6,0.3,8,6,6,N,N,1,91.6,1,54.4,6,5,3,5,N,7,34,1,36.5,615,24,Y24,N  ,N  ,615,,,53,31,84,2014,,,,0,N,1,,1,0,1994,1,2,0,0,4,0,,Y,N,17118,2017,,N,5/26/16,B,K*,,1180,210300,1,12,12,,,2,,94.4,2,F
36,1075970,1,5,7,0,0,N4,81,51000,'RTE 907M                ',,'25AX EB           ','JCT GCP + I678           ',99.99,0.402,0,,,40452584,73511367,3,3,1,1,12,1963,2,5,0,2015,5,8.8,0,99,1,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,8.8,46.6,46.9,0,0,9.8,10.1,99.99,H,4.8,H,6.8,0.3,9,9,7,N,N,1,50.8,1,24.5,6,6,3,5,N,6,34,1,46.9,414,24,N  ,N  ,N  ,,,,96,56,152,2014,,,,0,N,1,,1,0,1996,1,2,0,1,4,0,,Y,N,0,0,,N,5/26/16,B,K*,,1180,210300,1,12,12,,,2,,88.8,2,G
36,1075980,1,3,7,0,0,N4,81,51000,'RTE 907M                ',,'GCP EB TO 25AX EB ','JCT GCP+I678             ',99.99,0.338,0,,,40452975,73511615,1,3,1,1,12,1963,3,3,9221,2011,5,13.1,0,99,0,1,1,0,0,5,N,0,0,A,5,1,3,2,0,0,3,0,13.1,25.9,51.8,0,2.2,13.1,16.2,99.99,H,4.36,H,4.1,0.3,8,7,5,N,N,1,62.6,1,37.2,5,5,3,5,N,7,34,1,51.8,114,24,N  ,N  ,N  ,,,,731,428,1159,2014,,,,0,N,1,,1,0,1995,1,2,0,1,4,0,,Y,N,12909,2031,,N,5/26/16,B,A ,,H100,XM97513,0,40,17,,,2,,67.3,2,F
36,1075990,1,5,7,25,0,N4,81,51000,'RTE 907M  GCP W TO NORTH',,'RTE 25            ','JCT GCP+I678             ',99.99,9.059,1,25,,40452711,73510980,1,3,1,1,14,1963,2,6,72763,2008,5,8.2,0,99,0,1,0,1,1,5,N,0,0,A,1,1,3,2,0,0,5,0,9.1,21.9,90.2,0,0,9.1,10.1,99.99,H,4.37,H,0.6,0.9,9,5,6,N,N,1,59,1,35.4,5,4,3,5,N,7,34,1,90.2,914,24,N  ,N  ,N  ,,,,2143,1255,3398,2014,,,,0,N,1,,1,0,1994,1,2,0,1,7,0,,Y,N,101868,2028,,N,5/26/16,B,A ,,1180,210300,1,12,12,,,2,,62.5,2,F
36,1076009,1,5,0,0025A,0,N4,81,51000,'RTE 907M                ',,'RTE 25A           ','JCT GCP+I678             ',99.99,8.962,1,25,,40453022,73510959,1,3,1,1,14,1963,5,4,72763,2008,5,23.7,2,38,1,1,1,0,1,5,N,0,0,A,1,1,1,11,0,0,2,0,12.4,13.1,27.7,0,0,21.6,23.4,99.99,H,3.53,H,0.3,0.3,N,5,6,N,N,1,89.8,1,46.3,5,5,3,5,N,8,34,1,27.7,414,24,N  ,N  ,N  ,,,,4725,2767,7492,2014,,,,0,N,2,,1,0,0,N,1,0,N,7,1,,Y,N,101868,2028,,N,5/26/16,B,A ,,1770,210108,0,13,13,,,2,,74.5,2,F
36,1076010,1,5,0,0,0,N5,85,51000,'RTE 440  RTE 440        ',,'ENGLEWOOD AVE     ','.5MI N 440+W SHORE EXPY  ',99.99,1.046,0,,,40315625,74132689,1,3,1,1,16,1972,2,6,8717,2011,5,15.2,0,15,0,0,1,1,1,5,N,0,0,A,5,1,3,2,0,0,2,0,15.2,34.4,67,3.2,3.2,15.2,22.6,99.99,H,4.32,H,3.6,4.1,6,7,7,N,N,1,92.5,1,55.3,7,9,3,5,N,4,34,1,67,414,24,N  ,N  ,N  ,,,,262,154,416,2014,,,,0,N,2,,0,0,0,1,2,0,0,7,0,,Y,N,12204,2031,,N,5/26/16,B,A ,,,,,,,,,2,,93.6,2,F
36,1076020,1,5,0,0,0,N5,85,51000,'RTE 440  RTE 440        ',,'SHARROTTS ROAD    ','.8MI N 440+W SHORE EXPY  ',99.99,1.078,0,,,40321326,74132849,1,3,1,1,19,1972,2,6,2734,2011,5,15.2,0,16,0,0,N,0,0,5,N,0,0,A,5,1,3,2,0,0,2,0,15.2,31.3,63.7,3.2,3.2,15.2,22.6,99.99,H,4.39,H,2.1,4.4,7,6,7,N,N,1,98,1,59,6,9,3,5,N,8,34,1,63.7,414,24,N  ,N  ,N  ,,,,264,154,418,2014,,,,0,N,2,,0,0,0,1,2,0,0,5,0,,Y,N,3828,2031,,N,5/26/16,B,A ,,,,,,,,,2,,93.9,2,F
36,1076039,1,5,1,0908B,0,N4,81,51000,'RTE I678  RTE I678  RTE ',,'RTE 908B          ','JCT GCP+ROUTE 678        ',5.79,7.401,1,0000BX5M23,,40425667,73493445,1,3,1,1,12,1953,4,6,76316,2002,5,14.9,2,19,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,2,0,7.9,17,35.4,0,0,14.9,16.7,5.53,H,4.75,H,0.9,0.9,5,7,5,N,N,1,66.2,1,39,5,2,3,5,N,6,37,1,35.4,914,24,N  ,N  ,N  ,,,,4257,2493,6750,2014,,,,0,N,2,,1,0,1987,1,2,0,0,0,0,,Y,N,106842,2022,,N,5/26/16,B,A ,,Q100,X735056,0,13,15,,,2,,58.9,2,F
36,1076049,1,5,0,0,0,N4,81,51000,'RTE I678  RTE I678  RAMP',,'UNION TURNPIKE EB ','JCT G C PKWY & I678      ',5.05,3.427,0,,,40425562,73493312,1,3,1,1,14,1953,4,6,29796,2010,5,21.3,2,28,1,0,0,1,0,5,N,0,0,A,1,1,4,2,0,0,2,0,12.1,15.5,32.6,1,3,21.3,27.9,4.57,H,4.37,H,0.6,0.6,8,6,6,N,N,1,59.9,1,36.3,6,6,3,5,N,7,34,1,32.6,514,24,N  ,N  ,N  ,,,,3479,2037,5516,2014,,,,0,N,1,,1,0,1996,1,2,0,0,7,0,,Y,N,41714,2030,,N,5/26/16,B,A ,,L1CE,X735773,0,14,10,,,2,,92.5,2,F
