STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS_WITH_10YR_RULE,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING,STATUS_NO_10YR_RULE,CAT10
36,2230500,1,1,7,278,0,N2,47,51000,'278I278IX2MR11B         ',,'RTE I278          ','.4 MI SE I278+BKLYN BR   ',99.99,13.837,1,00000X2MR1,,40421063,73583736,0,3,4,4,11,1956,1,1,5450,2003,5,6.7,0,45,0,0,0,0,0,5,N,0,0,A,1,1,1,7,0,0,1,0,6.7,12.4,14.6,0.4,0.4,6.8,8.3,99.99,H,4.47,H,0.6,0.6,6,6,7,N,N,5,80.6,5,29.4,6,6,3,5,N,8,34,1,14.6,214,24,N  ,N  ,N  ,,,,1889,1106,2995,2014,,,,1,N,1,,1,0,0,N,6,0,N,10,1,,Y,N,7630,2023,,N,5/26/16,B,A ,,,,,,,,,2,,89.3,2,F
36,2230510,1,1,1,278,0,N2,47,51000,'NASSAU STREET  CONCORD S',,'RTE I278          ','.6 MI SE I278+BKLYN BR   ',99.99,13.821,1,278,,40415366,73585842,3,3,4,4,11,1956,5,5,115298,2011,5,21,2,0,1,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,6,0,10.2,43.8,207.8,0,0,21.5,23.1,99.99,H,4.9,H,2.9,0,8,6,6,N,N,1,99.9,1,69.9,6,4,4,5,N,8,34,1,207.8,714,24,Y24,N  ,N  ,714,,,606,355,961,2014,,,,1,N,2,,1,0,2008,1,2,0,0,10,1,,Y,N,161417,2031,,N,5/26/16,B,Z ,,H100,X730573,0,14,17,,,0,,81,0,F
36,2230520,1,5,6,0,0,N4,81,51000,'RTE I278  RTE I278      ',,'65TH PLACE        ','.1 MI SE JCT I278 & SH 25',99.99,4.634,0,,,40442405,73535914,0,3,4,4,16,1957,4,6,6234,2009,9,15.2,0,54,0,0,0,0,0,5,N,0,0,A,5,1,3,2,0,0,2,0,15.6,20.3,42.4,4.7,4.7,15.2,25.6,99.99,H,4.27,H,0.4,0.3,9,9,8,N,N,1,80.7,1,48.1,8,3,3,5,N,7,34,1,42.4,214,24,N  ,N  ,N  ,,,,490,287,777,2014,,,,0,N,2,,0,0,2008,1,2,0,1,7,0,,Y,N,8728,2029,,N,5/26/16,B,Z ,,H100,X730533,0,14,11,,,0,,74,2,G
36,2230530,1,5,6,25,0,N4,81,51000,'RTE I278  RTE I278      ',,'RTE 25            ','JCT I278+ROUTE 25        ',99.99,4.843,1,25,,40442684,73535563,0,3,4,4,14,1957,13,7,45110,2009,9,60,2,31,1,0,N,0,0,5,N,0,0,A,5,1,3,2,0,0,2,0,99.9,16.7,31.1,6.5,3,60.6,76.8,99.99,H,4.29,H,0.5,0.3,8,8,8,N,N,1,78,1,46.3,8,9,3,5,N,7,34,1,31.1,1014,24,N  ,N  ,N  ,,,,740,433,1173,2014,,,,0,N,2,,1,0,2008,1,2,0,1,7,0,,Y,N,63154,2029,,N,5/26/16,B,Z ,,H100,X730533,0,14,11,,,0,,94,2,G
36,2230540,1,5,6,0,0,N4,81,51000,'RTE I278                ',,'WOODSIDE AVENUE   ','.2 MI NW JCT I278 & SH 25',99.99,1.883,0,,,40443421,73534668,1,3,4,4,16,1957,4,6,8552,2009,0,15.2,0,30,0,0,N,0,0,5,N,0,0,A,5,1,3,2,0,0,1,0,15.2,26.5,27.4,4.5,4.5,15.2,25.6,99.99,H,4.39,H,0.9,0.3,6,7,7,N,N,1,74.4,1,44.5,7,3,3,5,N,7,34,1,27.4,114,24,N  ,N  ,N  ,,,,222,130,352,2014,,,,0,N,2,,0,0,0,1,1,0,0,7,0,,Y,N,11973,2029,,N,5/26/16,B,A ,,H100,X730533,0,14,11,,,2,,74.5,2,F
36,2230550,1,5,6,0,0,N4,81,51000,'RTE I278  RTE I278      ',,'69TH STREET       ','.2 MI NW JCT I278 & SH 25',99.99,4.988,0,,,40443586,73534469,0,3,4,4,19,1957,4,6,9155,2011,0,15.2,0,0,0,1,N,0,0,5,N,0,0,A,5,1,3,2,0,0,2,0,15.2,11.5,24,4.5,4.5,15.2,48.6,99.99,H,4.21,H,0.5,0.4,6,6,6,N,N,1,97.1,1,58.1,6,3,3,5,N,7,34,1,24,114,24,N  ,N  ,N  ,,,,456,267,723,2014,,,,0,N,2,,0,0,1994,1,6,0,0,5,0,,Y,N,12817,2031,,N,5/26/16,B,A ,,H100,X730533,0,14,11,,,2,,76,2,F
36,2230560,1,5,6,0,0,N4,81,51000,'RTE I278  278I 278IX5M34',,'70TH STREET       ','.3 MI NW JCT I278 & SH 25',99.99,0.209,0,,,40443853,73534191,0,3,4,4,19,1957,3,6,948,2013,9,9.1,0,99,0,1,N,0,0,5,N,0,0,A,5,1,3,2,0,0,2,0,9.1,27.4,50.3,3,3,9.1,15.8,99.99,H,0,H,0.6,0.3,8,8,8,N,N,1,83.5,1,49.9,8,2,N,5,N,8,34,1,50.3,1014,24,N  ,N  ,N  ,,,,3046,1784,4830,2014,,,,0,N,1,,0,0,2008,1,2,0,1,5,0,,Y,N,1327,2033,,N,5/26/16,B,K*,,H100,X730533,0,11,11,,,0,,80,2,G
36,2230570,1,5,6,0,0,N4,81,51000,'RTE I278  278I 278IX5M33',,'41ST AVENUE       ','.3 MI NW JCT I278 & SH25 ',99.99,4.891,0,,,40444116,73534074,0,3,4,4,19,1955,4,6,1492,2011,9,13.4,0,30,0,0,N,0,0,5,N,0,0,A,5,1,4,2,0,0,2,0,13.4,20.1,39.6,3,3,13.4,19.8,99.99,H,5.13,H,0.3,0,8,8,8,N,N,1,70.8,1,42.6,8,2,3,5,N,8,34,1,39.6,1014,24,N  ,N  ,N  ,,,,3046,1784,4830,2014,,,,0,N,2,,0,0,2008,1,2,0,1,5,0,,Y,N,2089,2031,,N,5/26/16,B,K*,,H100,X730533,0,11,11,,,0,,76.5,2,G
36,2230587,1,5,6,0,0,N4,81,51000,'RTE I278  RTE I278  IRT ',,'ROOSEVELT AVENUE  ','.4 MI NE JCT I278 & SH25 ',4.44,1.883,0,,,40444737,73534131,0,3,4,4,14,1957,4,6,12000,2011,9,13.4,0,15,0,1,N,0,0,5,N,0,0,A,5,1,3,2,0,0,2,0,13.4,20.3,40.8,4,5.5,13.4,25.1,3.98,H,4.69,H,0.7,0,8,8,6,N,N,1,99.9,1,86.2,6,2,3,5,N,8,34,1,40.8,915,24,N  ,N  ,N  ,,,,195,114,309,2014,,,,0,N,2,,1,0,2007,1,2,0,1,7,0,,Y,N,16800,2031,,N,5/26/16,B,K*,,H100,X730533,0,11,11,,,0,,74,2,F
36,2230590,1,5,6,0,0,N4,81,51000,'RTE I278  278I 276IX5M33',,'BROADWAY/37TH AVE ','.6 MI NW JCT I278 & SH 25',99.99,3.926,0,,,40445532,73534620,0,3,4,4,14,1955,8,6,13644,2009,0,34.1,3,99,1,1,N,0,0,4,N,0,0,A,5,1,2,19,0,0,2,0,99.9,11.8,24,4.5,5.1,52.2,61.6,99.99,H,4.22,H,0.7,0.4,N,N,N,N,6,5,60.5,5,25.3,6,9,3,5,N,7,34,1,24,1114,24,N  ,N  ,N  ,,,,4864,2848,7712,2014,,,,0,N,2,,1,0,0,N,6,0,N,7,0,,Y,N,19102,2029,,N,5/26/16,B,N ,,H100,X730533,0,14,11,,,2,,88.8,2,F
36,2230600,1,5,6,0,0,N4,81,51000,'RTE I278                ',,'STEINWAY ST       ','.4 MI W I278+GCP         ',99.99,2.172,0,,,40460841,73543867,0,3,4,4,14,1937,4,4,17426,2004,9,14.6,0,31,0,1,N,0,0,5,N,0,0,A,5,1,3,7,0,0,1,0,13.4,17.4,20.7,5.4,5.4,14.6,25.3,99.99,H,4.57,H,0.5,0,7,8,8,N,N,2,73.5,2,48.1,8,2,3,5,N,8,34,1,20.7,814,24,N  ,N  ,N  ,,,,3530,2067,5597,2014,,,,0,N,2,,1,0,2006,1,2,0,1,7,0,,Y,N,24396,2024,,N,5/26/16,B,A ,,,,,,,,,2,,76,2,G
36,2230610,1,5,6,0,0,N4,81,51000,'RTE I278                ',,'STEINWAY ST       ','.4 MI W I278+GCP         ',99.99,2.156,0,,,40460932,73543758,0,3,4,4,14,1937,4,4,17426,2004,9,13.4,0,31,0,1,N,0,0,5,N,0,0,A,5,1,3,7,0,0,1,0,13.4,16.8,18.9,5.4,5.4,13.4,25.3,99.99,H,4.98,H,0.3,0,7,8,8,N,N,5,84.6,5,40.8,8,2,3,5,N,8,34,1,18.9,814,24,N  ,N  ,N  ,,,,3474,2034,5508,2014,,,,0,N,2,,1,0,2006,1,2,0,1,7,0,,Y,N,24396,2024,,N,5/26/16,B,A ,,,,,,,,,2,,76,2,G
36,2230620,1,5,6,0,0,N4,81,51000,'RTE I278  RTE I278      ',,'37TH ST           ','.5 MI W JCT I278 & G C PK',99.99,2.204,0,,,40461018,73544549,0,3,4,4,19,1937,2,8,0,2015,4,9.1,0,20,0,1,N,0,0,5,N,0,0,A,5,1,4,2,0,0,2,0,9.1,14.6,30.4,2.8,2.8,9.1,15.6,99.99,H,5.03,H,0.3,0.2,5,6,5,N,N,1,62.6,1,37.2,5,7,3,5,N,8,36,1,30.4,314,24,Y24,N  ,N  ,314,,,702,411,1113,2014,,,,0,N,2,,0,0,1980,1,1,0,0,5,0,,Y,N,0,0,,N,5/26/16,B,A ,,L1CE,X770634,0,14,14,,,2,,83,2,F
36,2230630,1,5,6,0,0,N4,81,51000,'RTE I278  RTE I278  RTE ',,'35TH STREET       ','.6 MI W I278+GCP         ',99.99,4.634,0,,,40461131,73545254,0,3,4,4,19,1935,2,8,3364,2002,4,9.1,0,20,0,1,N,0,0,5,N,0,0,A,5,1,4,2,0,0,4,0,9.1,15.5,50.9,2.8,2.8,9.1,15.6,99.99,H,4.34,H,0.3,0,5,6,7,N,N,1,99.9,1,73.5,6,4,3,5,N,8,36,1,50.9,314,24,Y24,N  ,N  ,314,,,1230,721,1951,2014,,,,0,N,2,,0,0,1980,1,1,0,0,5,0,,Y,N,4710,2022,,N,5/26/16,B,A ,,,,,,,,,2,,77,2,F
36,2230640,1,5,6,0,0,N4,81,51000,'RTE I278  RTE I278      ',,'32ND STREET       ',' 32 STREET AND 278IX     ',99.99,0.016,0,,,40461266,73545988,1,3,4,4,19,1930,5,6,0,2015,6,18.2,0,23,0,1,N,0,0,5,N,0,0,A,5,1,4,2,0,0,2,0,18.2,15.2,30.4,3,3,18.3,24.7,99.99,H,4.26,H,3.2,0.3,8,6,6,N,N,1,91.6,1,54.4,6,2,3,5,N,8,34,1,30.4,615,24,N  ,N  ,N  ,,,,1134,664,1798,2014,,,,0,N,1,,0,0,1981,1,3,0,0,5,0,,Y,N,0,0,,N,5/26/16,B,A ,,1180,NBIS037,1,14,15,,,2,,91,2,F
36,2230657,1,5,6,0,0,N4,81,51000,'RTE I278  RTE I278  Metr',,'31ST STREET       ','.8 MI W I278+GCP         ',4.39,4.071,0,,,40461417,73550285,0,3,4,4,16,1937,4,6,0,2015,4,18.2,0,0,0,1,N,0,0,5,N,0,0,A,5,1,4,2,0,0,2,0,18.2,14.6,28.9,6,5.9,18.3,31,4.09,H,4.19,H,0.4,0.4,6,6,6,N,N,1,90.7,1,54.4,6,3,3,5,N,8,34,1,28.9,1114,24,N  ,N  ,N  ,,,,1032,605,1637,2014,,,,0,N,2,,0,0,1980,1,6,0,0,7,0,,Y,N,0,0,,N,5/26/16,B,A ,,,,,,,,,2,,89,2,F
36,2230669,1,1,1,278,0,N4,81,51000,'35TH AVENUE             ',,'RTE I278          ','BQE OVER 35TH AVENUE     ',99.99,4.376,0,,,40450163,73535046,0,3,4,4,11,2003,8,4,108218,2010,9,48.2,2,9,1,1,0,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,10.3,23.8,25,0,0,48.2,50.3,99.99,H,3.94,H,5.3,0,8,7,8,N,N,1,99.9,1,60.8,7,9,3,5,N,8,34,1,25,715,24,N  ,N  ,N  ,,,,4663,2731,7394,2014,,,,1,N,2,,1,0,0,1,2,0,1,10,1,,Y,N,151505,2030,,N,5/26/16,B,A ,,Q100,X730223,0,14,17,,,2,,94,2,G
36,2230679,1,1,1,278,0,N4,81,51000,'34TH AVENUE             ',,'RTE I278          ','.1 MI S JCT I278 & SH 25A',99.99,4.602,0,,,40450872,73535094,0,3,4,4,11,1955,8,4,108218,2010,9,21.3,2,7,1,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,24.5,29.9,30.8,0,0,21.4,23.5,99.99,H,4.52,H,6.3,0,8,9,8,N,N,1,99.9,1,64.4,8,2,6,5,N,8,34,1,30.8,615,24,N  ,N  ,N  ,,,,2767,1620,4387,2014,,,,1,N,2,,1,0,2004,1,2,0,1,7,1,,Y,N,151505,2030,,N,5/26/16,B,A ,,Q100,X730223,0,14,14,,,2,,79,2,G
36,2230680,1,1,1,278,0,N4,81,51000,'NORTHERN BLVD           ',,'RTE I278          ','JCT I278 & SH 25A        ',99.99,4.779,1,278,,40451502,73535456,0,3,1,1,11,2004,6,5,108218,2011,9,32.9,2,18,1,1,1,1,1,5,N,0,0,A,1,1,3,5,0,0,1,0,15.9,70.1,72.2,0,0,32.9,34.7,99.99,H,4.75,H,21.9,0,7,9,8,N,N,1,89.8,1,89.8,8,9,7,5,N,8,34,1,72.2,1114,24,N  ,N  ,N  ,,,,581,340,921,2014,,,,1,N,2,,1,0,0,1,2,0,1,14,1,,Y,N,151505,2031,,N,5/26/16,B,Z ,,Q100,X730223,0,14,17,,,0,,98,0,G
36,2230690,1,1,1,278,0,N4,81,51000,'32ND AVE                ',,'RTE I278          ','BQE EB OVER 32 AVE       ',99.99,5.084,0,,,40452240,73535887,0,3,1,1,11,2004,2,4,51030,2011,9,13.1,0,8,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,13.2,25.3,26.5,0,0,13.2,14.3,99.99,H,5.11,H,4.4,99.9,8,8,8,N,N,1,99.9,1,63.5,8,9,6,5,N,8,34,1,26.5,614,24,N  ,N  ,N  ,,,,1448,848,2296,2014,,,,1,N,1,,1,0,0,1,2,0,1,7,1,,Y,N,71442,2031,,N,5/26/16,B,Z ,,Q100,X730223,0,14,17,,,0,,98,0,G
36,2230700,1,1,7,278,0,N4,81,51000,'RTE I278  32ND AVE      ',,'RTE I278          ','.2 MI N JCT I278 & SH 25A',99.99,0.756,0,,,40452248,73535802,0,3,1,1,16,2004,2,5,0,2015,9,11.9,0,0,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,8,0,12,31.4,224.3,0,0,12,13.1,99.99,H,4.52,H,2,0,8,8,8,N,N,1,84.4,1,50.8,8,9,3,5,N,8,34,1,224.3,1114,24,Y24,N  ,N  ,1114,,,11218,6569,17787,2014,,,,0,N,1,,1,0,0,1,2,0,1,7,1,,Y,N,0,0,,N,5/26/16,B,A ,,Q100,X730223,0,14,14,,,2,,96,2,G
36,2230710,1,1,1,278,0,N4,81,51000,'32ND AVENUE             ',,'RTE I278          ','.2 MI N JCT I278 & SH 25A',99.99,0.692,0,,,40452228,73535984,0,3,4,4,16,2003,3,4,0,2015,9,16.5,0,18,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,16.5,26.5,27.4,0,0,16.4,17.6,99.99,H,8.56,H,8.6,99.9,8,8,8,N,N,1,99.9,1,67.1,8,7,7,5,N,8,34,1,27.4,615,24,N  ,N  ,N  ,,,,1860,1089,2949,2014,,,,0,N,1,,1,0,0,1,2,0,1,7,1,,Y,N,0,0,,N,5/26/16,B,Z ,,Q100,X730223,0,14,14,,,0,,100,0,G
36,2230720,1,1,1,278,0,N4,81,51000,'RTE I278  32 nd Ave     ',,'RTE I278          ','.2 MI N I278 & SH 25A    ',99.99,5.084,0,,,40452559,73540031,0,3,4,4,11,2003,2,7,51030,2011,5,13.4,0,8,0,1,1,1,1,5,N,0,0,A,1,1,4,5,0,0,3,0,13.1,48.8,135.3,0,0,13.2,14.3,99.99,H,4.88,H,2.9,0,9,9,8,N,N,5,99.9,5,32.7,8,9,3,5,N,8,34,1,135.3,615,24,Y24,N  ,N  ,615,,,100,58,158,2014,,,,1,N,1,,1,0,0,1,2,0,1,4,1,,Y,N,71442,2031,,N,5/26/16,B,A ,,Q100,X730223,0,14,17,,,2,,94,2,G
36,2230730,1,5,8,0,0,N4,81,51000,'RTE I278                ',,'31ST AVENUE       ','.3 MI N JCT I278 & SH 25A',99.99,3.298,0,,,40452776,73540168,0,3,4,4,16,2003,2,3,7980,2009,9,15.2,0,18,0,1,N,0,0,5,N,0,0,A,5,1,3,2,0,0,1,0,15.2,20.7,21.8,4.6,4.6,15.2,24.9,99.99,H,5.03,H,3.6,3.6,8,9,8,N,N,1,99.9,1,64.4,8,9,5,5,N,8,34,1,21.8,615,24,N  ,N  ,N  ,,,,2086,1222,3308,2014,,,,0,N,2,,0,0,0,1,2,0,1,7,0,,Y,N,11172,2029,,N,5/26/16,B,Z ,,Q100,X730223,0,14,14,,,0,,98,0,G
36,2230740,1,1,1,278,0,N4,81,51000,'31ST AVENUE             ',,'RTE I278          ','.3 MI N JCT I278 & SH 25A',99.99,0.209,0,,,40452763,73540293,0,3,4,4,11,2002,3,4,0,2015,9,17.6,0,11,0,0,1,1,1,5,N,0,0,A,1,1,5,5,0,0,1,0,16.8,25.6,26.8,0,0,17.7,18.8,99.99,H,4.93,H,8.5,99.9,7,7,9,N,N,1,99.9,1,76.2,7,7,7,5,N,8,34,1,26.8,615,24,N  ,N  ,N  ,,,,1972,1155,3127,2014,,,,2,N,1,,1,0,0,N,1,0,N,10,1,,Y,N,0,0,,N,5/26/16,B,Z ,,Q100,X730223,0,14,14,,,0,,98,0,G
36,2230750,1,1,1,278,0,N4,81,51000,'31ST AVENUE             ',,'RTE I278          ','W.B. GCP CONNECTOR       ',99.99,1.126,0,,,40452806,73535887,0,3,4,4,12,2002,2,4,31186,2010,9,13.1,0,18,0,0,1,0,1,5,N,0,0,A,1,1,3,2,0,0,1,0,13.1,26.2,27.4,0,0,13.2,14.3,99.99,H,5.33,H,2.9,0,8,8,7,N,N,1,94.3,1,56.2,7,9,4,5,N,8,34,1,27.4,615,24,N  ,N  ,N  ,,,,1498,877,2375,2014,,,,0,N,1,,1,0,0,1,2,0,0,4,1,,Y,N,43660,2030,,N,5/26/16,B,Z ,,Q100,X730223,0,14,14,,,0,,97,0,G
36,2230760,1,1,1,278,0,N4,81,51000,'31 AVE                  ',,'RTE I278          ','.3 MI N I278+25A         ',99.99,1.126,0,,,40452796,73535993,0,3,1,1,12,2004,2,4,31186,2010,9,13.1,0,13,0,1,1,1,1,5,N,0,0,A,1,1,5,2,0,0,1,0,13,25.9,27.1,0,0,13,14.1,99.99,H,5.03,H,8.5,0,9,9,8,N,N,1,99.9,1,57.2,8,9,7,5,N,8,34,1,27.1,714,24,N  ,N  ,N  ,,,,2251,1318,3569,2014,,,,0,N,1,,1,0,0,1,2,0,1,4,1,,Y,N,43660,2030,,N,5/26/16,B,Z ,,Q100,X730223,0,14,17,,,0,,100,0,G
36,2230770,1,1,1,278,0,N4,81,51000,'30TH AVENUE             ',,'RTE I278          ','.4 MI NW I278+25A        ',99.99,5.471,1,278,,40453470,73540501,0,3,4,4,11,2003,4,4,51030,2011,9,20.4,2,2,0,0,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,10.2,25,26.2,0,0,20.4,22.1,99.99,H,4.57,H,7.8,0,9,8,7,N,N,1,99.9,1,67.1,7,6,6,5,N,8,34,1,26.2,515,24,N  ,N  ,N  ,,,,2201,1289,3490,2014,,,,1,N,2,,1,0,0,1,2,0,1,10,1,,Y,N,71442,2031,,N,5/26/16,B,Z ,,Q100,X730223,0,14,17,,,0,,98,0,G
36,2230780,1,1,1,278,0,N4,81,51000,'30TH AVENUE             ',,'RTE I278          ','BQE E LEG OVER 30TH AVE  ',99.99,0.434,0,,,40453571,73535500,1,3,4,4,12,2003,4,4,31186,2010,9,19.8,2,36,0,1,1,1,1,5,N,0,0,A,1,1,3,2,0,0,1,0,10.4,28.7,30.5,0,0,19.8,21.5,99.99,H,4.47,H,7.8,0,7,8,7,N,N,1,99.9,1,70.8,7,6,6,5,N,8,34,1,30.5,515,24,N  ,N  ,N  ,,,,199,117,316,2014,,,,0,N,2,,1,0,0,1,2,0,1,4,1,,Y,N,43660,2030,,N,5/26/16,B,Z ,,Q100,X730223,0,14,14,,,0,,98.5,0,G
36,2230790,1,5,6,0,0,N4,81,51000,'RTE I278  RTE I278      ',,'BULOVA AVE        ','.6 MI NW I278 & SH 25A   ',99.99,0.08,0,,,40454545,73540837,0,3,4,4,19,1942,2,6,0,2015,9,9.1,0,4,0,1,N,0,0,5,N,0,0,A,5,1,3,2,0,0,2,0,9.1,10.9,22.8,1.9,1.9,9.1,13.4,99.99,H,4.42,H,2.1,0.3,8,6,7,N,N,1,93.4,1,55.3,6,7,3,5,N,8,34,1,22.8,414,24,N  ,N  ,N  ,,,,1172,686,1858,2014,,,,0,N,2,,0,0,1993,1,1,0,1,5,0,,Y,N,0,0,,N,5/26/16,B,A ,,,,,,,,,2,,95,2,F
36,2230800,1,5,6,0,0,N4,81,51000,'RTE I278  RTE I278      ',,'49TH ST           ','.8 MI NW JCT I278 & SH 25',99.99,5.841,0,,,40455654,73541303,0,3,4,4,19,1942,2,4,9714,2002,5,9.1,0,39,0,1,N,0,0,5,N,0,0,A,5,1,4,2,0,0,2,0,9.1,16.1,31.1,3,3,9.1,15.8,99.99,H,4.39,H,0.6,0.3,8,6,6,N,N,1,89.8,1,53.5,6,3,3,5,N,8,34,1,31.1,414,24,N  ,N  ,N  ,,,,1740,1019,2759,2014,,,,0,N,2,,0,0,1993,1,2,0,1,5,0,,Y,N,13600,2022,,N,5/26/16,B,A ,,,,,,,,,2,,76,2,F
36,2230810,1,5,8,0,0,N4,81,51000,'RTE I278  RTE I278  47TH',,'ASTORIA BOULEVARD ','1 MI NW JCT I278 & SH 25A',99.99,0,0,,,40460318,73541531,0,3,4,4,14,1941,3,6,18008,1999,5,10,0,20,0,0,1,1,0,5,N,0,0,A,5,1,3,2,0,0,4,0,9.9,17,52.1,0.5,3.1,10,14.7,99.99,H,4.31,H,0.2,0.3,4,6,5,N,N,1,39.9,1,23.6,5,2,3,5,N,7,37,1,52.1,515,24,Y24,N  ,N  ,515,,,6619,3876,10495,2014,,,,0,N,1,,1,0,0,1,6,0,0,5,0,,Y,N,25211,2019,,N,5/26/16,B,A ,,Q050,X731161,0,13,15,,,1,,53.5,1,P
36,2230820,1,5,8,0,0,N4,81,51000,'RTE 907M  RTE 907M      ',,'47TH ST           ','JCT I278 & G C PKWY      ',99.99,0,0,,,40460477,73541429,0,3,4,4,19,1937,2,6,2137,1997,5,10.9,0,20,0,1,0,0,1,5,N,0,0,A,5,1,4,2,0,0,2,0,10.9,15.2,31,2.8,2.8,11,17.4,99.99,H,4.7,H,3.4,0,6,6,6,N,N,1,99.9,1,99.9,6,6,4,5,N,6,34,1,31,414,24,Y24,N  ,N  ,414,,,139,81,220,2014,,,,0,N,1,,0,0,1981,1,1,0,0,4,0,,Y,N,2992,2017,,N,5/26/16,B,Z ,,Q050,X731161,0,13,15,,,0,,97,0,F
36,2230830,1,1,1,278,0,N4,81,51000,'RTE 907M  RTE 907M      ',,'RTE I278          ','JCT I278+GCP             ',99.99,6.436,1,278,,40460508,73541615,0,3,4,4,11,1944,2,6,114391,2011,5,18.2,2,30,0,0,N,0,0,5,N,0,0,A,1,1,3,2,0,0,2,0,17.1,17,35,0.7,0.9,17.1,19,99.99,H,4.19,H,3.4,0,5,6,6,N,N,1,44.5,1,26.3,6,9,3,5,N,7,37,1,35,414,24,Y24,N  ,N  ,414,,,4382,2566,6948,2014,,,,1,N,1,,1,0,0,1,6,0,0,7,1,,Y,N,160147,2031,,N,5/26/16,B,A ,,Q050,X731161,0,13,15,,,2,,81.1,2,F
