School DBN,School Name,Date,Total Present,Total Absent
01M015,P.S. 015 ROBERTO CLEMENTE,1/3/2012,175,18
01M015,P.S. 015 ROBERTO CLEMENTE,1/4/2012,174,18
01M015,P.S. 015 ROBERTO CLEMENTE,1/5/2012,181,11
01M015,P.S. 015 ROBERTO CLEMENTE,1/6/2012,169,23
01M015,P.S. 015 ROBERTO CLEMENTE,1/9/2012,175,17
01M015,P.S. 015 ROBERTO CLEMENTE,1/10/2012,178,14
01M015,P.S. 015 ROBERTO CLEMENTE,1/11/2012,174,16
01M015,P.S. 015 ROBERTO CLEMENTE,1/12/2012,168,22
01M015,P.S. 015 ROBERTO CLEMENTE,1/13/2012,174,16
01M015,P.S. 015 ROBERTO CLEMENTE,1/17/2012,169,22
01M015,P.S. 015 ROBERTO CLEMENTE,1/18/2012,181,10
01M015,P.S. 015 ROBERTO CLEMENTE,1/19/2012,176,15
01M015,P.S. 015 ROBERTO CLEMENTE,1/20/2012,181,10
01M015,P.S. 015 ROBERTO CLEMENTE,1/23/2012,172,21
01M015,P.S. 015 ROBERTO CLEMENTE,1/24/2012,179,16
01M015,P.S. 015 ROBERTO CLEMENTE,1/25/2012,179,12
01M015,P.S. 015 ROBERTO CLEMENTE,1/26/2012,175,17
01M015,P.S. 015 ROBERTO CLEMENTE,1/27/2012,162,14
01M015,P.S. 015 ROBERTO CLEMENTE,1/30/2012,174,18
01M015,P.S. 015 ROBERTO CLEMENTE,1/31/2012,183,8
01M019,P.S. 019 ASHER LEVY,1/3/2012,292,36
01M019,P.S. 019 ASHER LEVY,1/4/2012,295,33
01M019,P.S. 019 ASHER LEVY,1/5/2012,314,14
01M019,P.S. 019 ASHER LEVY,1/6/2012,306,22
01M019,P.S. 019 ASHER LEVY,1/9/2012,305,25
01M019,P.S. 019 ASHER LEVY,1/10/2012,314,15
01M019,P.S. 019 ASHER LEVY,1/11/2012,311,18
01M019,P.S. 019 ASHER LEVY,1/12/2012,296,34
01M019,P.S. 019 ASHER LEVY,1/13/2012,306,24
01M019,P.S. 019 ASHER LEVY,1/17/2012,310,19
01M019,P.S. 019 ASHER LEVY,1/18/2012,315,14
01M019,P.S. 019 ASHER LEVY,1/19/2012,310,19
01M019,P.S. 019 ASHER LEVY,1/20/2012,304,25
01M019,P.S. 019 ASHER LEVY,1/23/2012,295,35
01M019,P.S. 019 ASHER LEVY,1/24/2012,305,25
01M019,P.S. 019 ASHER LEVY,1/25/2012,312,18
01M019,P.S. 019 ASHER LEVY,1/26/2012,312,18
01M019,P.S. 019 ASHER LEVY,1/27/2012,274,24
01M019,P.S. 019 ASHER LEVY,1/30/2012,312,18
01M019,P.S. 019 ASHER LEVY,1/31/2012,315,15
01M020,P.S. 020 ANNA SILVER,1/3/2012,590,43
01M020,P.S. 020 ANNA SILVER,1/4/2012,583,51
01M020,P.S. 020 ANNA SILVER,1/5/2012,607,28
01M020,P.S. 020 ANNA SILVER,1/6/2012,601,34
01M020,P.S. 020 ANNA SILVER,1/9/2012,596,41
01M020,P.S. 020 ANNA SILVER,1/10/2012,610,28
01M020,P.S. 020 ANNA SILVER,1/11/2012,612,26
01M020,P.S. 020 ANNA SILVER,1/12/2012,571,67
01M020,P.S. 020 ANNA SILVER,1/13/2012,599,38
01M020,P.S. 020 ANNA SILVER,1/17/2012,606,30
01M020,P.S. 020 ANNA SILVER,1/18/2012,599,37
01M020,P.S. 020 ANNA SILVER,1/19/2012,607,29
01M020,P.S. 020 ANNA SILVER,1/20/2012,603,33
01M020,P.S. 020 ANNA SILVER,1/23/2012,526,110
01M020,P.S. 020 ANNA SILVER,1/24/2012,608,28
01M020,P.S. 020 ANNA SILVER,1/25/2012,612,24
01M020,P.S. 020 ANNA SILVER,1/26/2012,612,23
01M020,P.S. 020 ANNA SILVER,1/27/2012,594,41
01M020,P.S. 020 ANNA SILVER,1/30/2012,597,38
01M020,P.S. 020 ANNA SILVER,1/31/2012,615,20
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/3/2012,346,55
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/4/2012,358,45
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/5/2012,360,43
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/6/2012,362,40
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/9/2012,372,29
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/10/2012,371,30
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/11/2012,382,19
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/12/2012,350,51
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/13/2012,369,32
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/17/2012,373,30
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/18/2012,383,21
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/19/2012,388,15
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/20/2012,367,36
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/23/2012,363,40
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/24/2012,369,34
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/25/2012,367,36
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/26/2012,367,36
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/27/2012,347,43
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/30/2012,362,39
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,1/31/2012,380,21
01M063,THE STAR ACADEMY P.S.63,1/3/2012,161,16
01M063,THE STAR ACADEMY P.S.63,1/4/2012,158,19
01M063,THE STAR ACADEMY P.S.63,1/5/2012,167,10
01M063,THE STAR ACADEMY P.S.63,1/6/2012,168,9
01M063,THE STAR ACADEMY P.S.63,1/9/2012,165,12
01M063,THE STAR ACADEMY P.S.63,1/10/2012,173,4
01M063,THE STAR ACADEMY P.S.63,1/11/2012,169,8
01M063,THE STAR ACADEMY P.S.63,1/12/2012,159,18
01M063,THE STAR ACADEMY P.S.63,1/13/2012,168,9
01M063,THE STAR ACADEMY P.S.63,1/17/2012,169,8
01M063,THE STAR ACADEMY P.S.63,1/18/2012,168,9
01M063,THE STAR ACADEMY P.S.63,1/19/2012,166,11
01M063,THE STAR ACADEMY P.S.63,1/20/2012,171,6
01M063,THE STAR ACADEMY P.S.63,1/23/2012,164,13
01M063,THE STAR ACADEMY P.S.63,1/24/2012,169,8
01M063,THE STAR ACADEMY P.S.63,1/25/2012,168,9
01M063,THE STAR ACADEMY P.S.63,1/26/2012,167,8
01M063,THE STAR ACADEMY P.S.63,1/27/2012,135,22
01M063,THE STAR ACADEMY P.S.63,1/30/2012,168,7
01M063,THE STAR ACADEMY P.S.63,1/31/2012,163,12
01M064,P.S. 064 ROBERT SIMON,1/3/2012,288,35
01M064,P.S. 064 ROBERT SIMON,1/4/2012,287,36
01M064,P.S. 064 ROBERT SIMON,1/5/2012,296,26
01M064,P.S. 064 ROBERT SIMON,1/6/2012,291,31
01M064,P.S. 064 ROBERT SIMON,1/9/2012,302,20
01M064,P.S. 064 ROBERT SIMON,1/10/2012,301,22
01M064,P.S. 064 ROBERT SIMON,1/11/2012,302,21
01M064,P.S. 064 ROBERT SIMON,1/12/2012,275,47
01M064,P.S. 064 ROBERT SIMON,1/13/2012,304,18
01M064,P.S. 064 ROBERT SIMON,1/17/2012,297,25
01M064,P.S. 064 ROBERT SIMON,1/18/2012,295,27
01M064,P.S. 064 ROBERT SIMON,1/19/2012,304,18
01M064,P.S. 064 ROBERT SIMON,1/20/2012,291,31
01M064,P.S. 064 ROBERT SIMON,1/23/2012,277,44
01M064,P.S. 064 ROBERT SIMON,1/24/2012,296,25
01M064,P.S. 064 ROBERT SIMON,1/25/2012,296,25
01M064,P.S. 064 ROBERT SIMON,1/26/2012,297,23
01M064,P.S. 064 ROBERT SIMON,1/27/2012,262,31
01M064,P.S. 064 ROBERT SIMON,1/30/2012,292,27
01M064,P.S. 064 ROBERT SIMON,1/31/2012,303,17
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/3/2012,413,23
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/4/2012,413,24
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/5/2012,415,21
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/6/2012,417,19
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/9/2012,378,58
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/10/2012,415,21
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/11/2012,426,10
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/12/2012,417,19
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/13/2012,419,17
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/17/2012,424,12
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/18/2012,419,17
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/19/2012,428,8
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/20/2012,425,11
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/23/2012,382,53
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/24/2012,419,16
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/25/2012,416,19
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/26/2012,418,16
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/27/2012,380,18
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/30/2012,412,22
01M110,P.S. 110 FLORENCE NIGHTINGALE,1/31/2012,417,17
01M134,P.S. 134 HENRIETTA SZOLD,1/3/2012,343,28
01M134,P.S. 134 HENRIETTA SZOLD,1/4/2012,342,29
01M134,P.S. 134 HENRIETTA SZOLD,1/5/2012,352,18
01M134,P.S. 134 HENRIETTA SZOLD,1/6/2012,345,25
01M134,P.S. 134 HENRIETTA SZOLD,1/9/2012,349,20
01M134,P.S. 134 HENRIETTA SZOLD,1/10/2012,349,20
01M134,P.S. 134 HENRIETTA SZOLD,1/11/2012,347,22
01M134,P.S. 134 HENRIETTA SZOLD,1/12/2012,330,39
01M134,P.S. 134 HENRIETTA SZOLD,1/13/2012,347,22
01M134,P.S. 134 HENRIETTA SZOLD,1/17/2012,342,27
01M134,P.S. 134 HENRIETTA SZOLD,1/18/2012,352,18
01M134,P.S. 134 HENRIETTA SZOLD,1/19/2012,346,24
01M134,P.S. 134 HENRIETTA SZOLD,1/20/2012,347,23
01M134,P.S. 134 HENRIETTA SZOLD,1/23/2012,274,96
01M134,P.S. 134 HENRIETTA SZOLD,1/24/2012,354,16
01M134,P.S. 134 HENRIETTA SZOLD,1/25/2012,349,21
01M134,P.S. 134 HENRIETTA SZOLD,1/26/2012,354,16
01M134,P.S. 134 HENRIETTA SZOLD,1/27/2012,338,32
01M134,P.S. 134 HENRIETTA SZOLD,1/30/2012,341,29
01M134,P.S. 134 HENRIETTA SZOLD,1/31/2012,345,26
01M137,P.S. 137 JOHN L. BERNSTEIN,1/3/2012,196,25
01M137,P.S. 137 JOHN L. BERNSTEIN,1/4/2012,197,24
01M137,P.S. 137 JOHN L. BERNSTEIN,1/5/2012,202,16
01M137,P.S. 137 JOHN L. BERNSTEIN,1/6/2012,196,22
01M137,P.S. 137 JOHN L. BERNSTEIN,1/9/2012,200,17
01M137,P.S. 137 JOHN L. BERNSTEIN,1/10/2012,201,17
01M137,P.S. 137 JOHN L. BERNSTEIN,1/11/2012,209,10
01M137,P.S. 137 JOHN L. BERNSTEIN,1/12/2012,190,28
01M137,P.S. 137 JOHN L. BERNSTEIN,1/13/2012,186,32
01M137,P.S. 137 JOHN L. BERNSTEIN,1/17/2012,203,14
01M137,P.S. 137 JOHN L. BERNSTEIN,1/18/2012,203,13
01M137,P.S. 137 JOHN L. BERNSTEIN,1/19/2012,207,10
01M137,P.S. 137 JOHN L. BERNSTEIN,1/20/2012,205,12
01M137,P.S. 137 JOHN L. BERNSTEIN,1/23/2012,186,31
01M137,P.S. 137 JOHN L. BERNSTEIN,1/24/2012,205,12
01M137,P.S. 137 JOHN L. BERNSTEIN,1/25/2012,206,11
01M137,P.S. 137 JOHN L. BERNSTEIN,1/26/2012,204,12
01M137,P.S. 137 JOHN L. BERNSTEIN,1/27/2012,188,11
01M137,P.S. 137 JOHN L. BERNSTEIN,1/30/2012,199,18
01M137,P.S. 137 JOHN L. BERNSTEIN,1/31/2012,207,10
01M140,P.S. 140 NATHAN STRAUS,1/3/2012,368,34
01M140,P.S. 140 NATHAN STRAUS,1/4/2012,361,41
01M140,P.S. 140 NATHAN STRAUS,1/5/2012,370,32
01M140,P.S. 140 NATHAN STRAUS,1/6/2012,365,37
01M140,P.S. 140 NATHAN STRAUS,1/9/2012,375,27
01M140,P.S. 140 NATHAN STRAUS,1/10/2012,367,34
01M140,P.S. 140 NATHAN STRAUS,1/11/2012,321,80
01M140,P.S. 140 NATHAN STRAUS,1/12/2012,355,46
01M140,P.S. 140 NATHAN STRAUS,1/13/2012,372,28
01M140,P.S. 140 NATHAN STRAUS,1/17/2012,380,22
01M140,P.S. 140 NATHAN STRAUS,1/18/2012,387,15
01M140,P.S. 140 NATHAN STRAUS,1/19/2012,380,22
01M140,P.S. 140 NATHAN STRAUS,1/20/2012,377,25
01M140,P.S. 140 NATHAN STRAUS,1/23/2012,373,29
01M140,P.S. 140 NATHAN STRAUS,1/24/2012,377,25
01M140,P.S. 140 NATHAN STRAUS,1/25/2012,382,22
01M140,P.S. 140 NATHAN STRAUS,1/26/2012,378,26
01M140,P.S. 140 NATHAN STRAUS,1/27/2012,367,23
01M140,P.S. 140 NATHAN STRAUS,1/30/2012,360,44
01M140,P.S. 140 NATHAN STRAUS,1/31/2012,377,25
01M142,P.S. 142 AMALIA CASTRO,1/3/2012,388,42
01M142,P.S. 142 AMALIA CASTRO,1/4/2012,384,46
01M142,P.S. 142 AMALIA CASTRO,1/5/2012,393,37
01M142,P.S. 142 AMALIA CASTRO,1/6/2012,399,31
01M142,P.S. 142 AMALIA CASTRO,1/9/2012,405,28
01M142,P.S. 142 AMALIA CASTRO,1/10/2012,403,30
01M142,P.S. 142 AMALIA CASTRO,1/11/2012,407,26
01M142,P.S. 142 AMALIA CASTRO,1/12/2012,373,62
01M142,P.S. 142 AMALIA CASTRO,1/13/2012,407,28
01M142,P.S. 142 AMALIA CASTRO,1/17/2012,402,34
01M142,P.S. 142 AMALIA CASTRO,1/18/2012,412,24
01M142,P.S. 142 AMALIA CASTRO,1/19/2012,405,32
01M142,P.S. 142 AMALIA CASTRO,1/20/2012,399,38
01M142,P.S. 142 AMALIA CASTRO,1/23/2012,400,37
01M142,P.S. 142 AMALIA CASTRO,1/24/2012,418,20
01M142,P.S. 142 AMALIA CASTRO,1/25/2012,410,29
01M142,P.S. 142 AMALIA CASTRO,1/26/2012,419,20
01M142,P.S. 142 AMALIA CASTRO,1/27/2012,410,29
01M142,P.S. 142 AMALIA CASTRO,1/30/2012,406,33
01M142,P.S. 142 AMALIA CASTRO,1/31/2012,415,24
01M184,P.S. 184M SHUANG WEN,1/3/2012,668,21
01M184,P.S. 184M SHUANG WEN,1/4/2012,679,10
01M184,P.S. 184M SHUANG WEN,1/5/2012,682,7
01M184,P.S. 184M SHUANG WEN,1/6/2012,681,8
01M184,P.S. 184M SHUANG WEN,1/9/2012,683,6
01M184,P.S. 184M SHUANG WEN,1/10/2012,679,9
01M184,P.S. 184M SHUANG WEN,1/11/2012,686,2
01M184,P.S. 184M SHUANG WEN,1/12/2012,686,2
01M184,P.S. 184M SHUANG WEN,1/13/2012,682,6
01M184,P.S. 184M SHUANG WEN,1/17/2012,680,8
01M184,P.S. 184M SHUANG WEN,1/18/2012,676,12
01M184,P.S. 184M SHUANG WEN,1/19/2012,683,5
01M184,P.S. 184M SHUANG WEN,1/20/2012,678,10
01M184,P.S. 184M SHUANG WEN,1/23/2012,476,212
01M184,P.S. 184M SHUANG WEN,1/24/2012,684,3
01M184,P.S. 184M SHUANG WEN,1/25/2012,682,5
01M184,P.S. 184M SHUANG WEN,1/26/2012,686,1
01M184,P.S. 184M SHUANG WEN,1/27/2012,641,10
01M184,P.S. 184M SHUANG WEN,1/30/2012,680,7
01M184,P.S. 184M SHUANG WEN,1/31/2012,675,12
01M188,P.S. 188 THE ISLAND SCHOOL,1/3/2012,348,50
01M188,P.S. 188 THE ISLAND SCHOOL,1/4/2012,363,37
01M188,P.S. 188 THE ISLAND SCHOOL,1/5/2012,366,35
01M188,P.S. 188 THE ISLAND SCHOOL,1/6/2012,362,39
01M188,P.S. 188 THE ISLAND SCHOOL,1/9/2012,372,29
01M188,P.S. 188 THE ISLAND SCHOOL,1/10/2012,362,39
01M188,P.S. 188 THE ISLAND SCHOOL,1/11/2012,367,34
01M188,P.S. 188 THE ISLAND SCHOOL,1/12/2012,352,52
01M188,P.S. 188 THE ISLAND SCHOOL,1/13/2012,372,30
01M188,P.S. 188 THE ISLAND SCHOOL,1/17/2012,369,33
01M188,P.S. 188 THE ISLAND SCHOOL,1/18/2012,381,26
01M188,P.S. 188 THE ISLAND SCHOOL,1/19/2012,382,24
01M188,P.S. 188 THE ISLAND SCHOOL,1/20/2012,372,34
01M188,P.S. 188 THE ISLAND SCHOOL,1/23/2012,368,39
01M188,P.S. 188 THE ISLAND SCHOOL,1/24/2012,378,29
01M188,P.S. 188 THE ISLAND SCHOOL,1/25/2012,378,29
01M188,P.S. 188 THE ISLAND SCHOOL,1/26/2012,376,31
01M188,P.S. 188 THE ISLAND SCHOOL,1/27/2012,354,34
01M188,P.S. 188 THE ISLAND SCHOOL,1/30/2012,362,47
01M188,P.S. 188 THE ISLAND SCHOOL,1/31/2012,374,36
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/3/2012,346,63
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/4/2012,360,49
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/5/2012,336,72
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/6/2012,355,52
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/9/2012,364,44
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/10/2012,350,58
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/11/2012,367,41
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/12/2012,329,78
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/13/2012,355,52
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/17/2012,360,47
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/18/2012,367,40
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/19/2012,357,50
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/20/2012,357,50
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/23/2012,284,124
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/24/2012,101,11
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/25/2012,94,17
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/26/2012,95,17
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/27/2012,96,16
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/30/2012,21,1
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL ST,1/31/2012,363,46
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/3/2012,145,25
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/4/2012,150,20
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/5/2012,159,11
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/6/2012,147,23
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/9/2012,157,13
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/10/2012,159,11
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/11/2012,148,22
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/12/2012,159,12
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/13/2012,157,14
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/17/2012,164,7
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/18/2012,164,7
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/19/2012,159,12
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/20/2012,160,11
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/23/2012,159,12
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/24/2012,160,11
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/25/2012,160,11
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/26/2012,154,17
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/27/2012,153,18
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/30/2012,152,19
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",1/31/2012,160,11
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/3/2012,216,25
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/4/2012,217,24
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/5/2012,220,21
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/6/2012,220,21
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/9/2012,227,14
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/10/2012,227,14
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/11/2012,233,8
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/12/2012,224,17
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/13/2012,229,12
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/17/2012,228,13
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/18/2012,229,12
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/19/2012,225,16
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/20/2012,226,15
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/23/2012,228,11
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/24/2012,228,11
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/25/2012,223,16
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/26/2012,225,13
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/27/2012,227,11
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/30/2012,220,18
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,1/31/2012,230,9
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/3/2012,101,18
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/4/2012,104,16
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/5/2012,108,12
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/6/2012,108,12
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/9/2012,111,9
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/10/2012,113,7
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/11/2012,111,9
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/12/2012,99,21
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/13/2012,110,11
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/17/2012,113,8
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/18/2012,112,9
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/19/2012,113,8
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/20/2012,113,8
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/23/2012,105,16
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/24/2012,114,7
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/25/2012,114,6
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/26/2012,110,9
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/27/2012,108,11
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/30/2012,100,19
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,1/31/2012,110,9
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/3/2012,216,29
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/4/2012,226,19
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/5/2012,222,23
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/6/2012,214,31
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/9/2012,229,16
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/10/2012,233,13
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/11/2012,231,15
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/12/2012,203,43
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/13/2012,222,23
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/17/2012,226,19
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/18/2012,230,16
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/19/2012,228,18
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/20/2012,217,29
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/23/2012,205,40
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/24/2012,219,26
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/25/2012,213,32
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/26/2012,230,15
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/27/2012,209,35
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/30/2012,225,19
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNO",1/31/2012,224,21
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/3/2012,219,28
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/4/2012,219,28
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/5/2012,224,23
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/6/2012,217,30
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/9/2012,237,11
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/10/2012,229,17
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/11/2012,239,7
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/12/2012,238,8
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/13/2012,233,13
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/17/2012,229,17
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/18/2012,230,16
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/19/2012,227,19
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/20/2012,233,13
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/23/2012,226,20
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/24/2012,232,14
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/25/2012,233,13
01M361,THE CHILDREN S WORKSHOP SCHOOL,1/26/2012,236,10
