School DBN,School Name,Date,Total Present,Total Absent
17K246,M.S. 246 WALT WHITMAN,1/11/2012,565,39
17K246,M.S. 246 WALT WHITMAN,1/12/2012,556,49
17K246,M.S. 246 WALT WHITMAN,1/13/2012,561,47
17K246,M.S. 246 WALT WHITMAN,1/17/2012,585,24
17K246,M.S. 246 WALT WHITMAN,1/18/2012,575,34
17K246,M.S. 246 WALT WHITMAN,1/19/2012,580,29
17K246,M.S. 246 WALT WHITMAN,1/20/2012,569,41
17K246,M.S. 246 WALT WHITMAN,1/23/2012,574,35
17K246,M.S. 246 WALT WHITMAN,1/24/2012,583,26
17K246,M.S. 246 WALT WHITMAN,1/25/2012,581,27
17K246,M.S. 246 WALT WHITMAN,1/26/2012,574,34
17K246,M.S. 246 WALT WHITMAN,1/27/2012,559,49
17K246,M.S. 246 WALT WHITMAN,1/30/2012,567,41
17K246,M.S. 246 WALT WHITMAN,1/31/2012,569,38
17K249,P.S. 249 THE CATON,1/3/2012,697,77
17K249,P.S. 249 THE CATON,1/4/2012,726,47
17K249,P.S. 249 THE CATON,1/5/2012,733,39
17K249,P.S. 249 THE CATON,1/6/2012,725,45
17K249,P.S. 249 THE CATON,1/9/2012,735,34
17K249,P.S. 249 THE CATON,1/10/2012,729,41
17K249,P.S. 249 THE CATON,1/11/2012,746,24
17K249,P.S. 249 THE CATON,1/12/2012,699,71
17K249,P.S. 249 THE CATON,1/13/2012,726,44
17K249,P.S. 249 THE CATON,1/17/2012,728,41
17K249,P.S. 249 THE CATON,1/18/2012,746,23
17K249,P.S. 249 THE CATON,1/19/2012,731,38
17K249,P.S. 249 THE CATON,1/20/2012,728,40
17K249,P.S. 249 THE CATON,1/23/2012,722,46
17K249,P.S. 249 THE CATON,1/24/2012,737,30
17K249,P.S. 249 THE CATON,1/25/2012,730,37
17K249,P.S. 249 THE CATON,1/26/2012,728,39
17K249,P.S. 249 THE CATON,1/27/2012,742,23
17K249,P.S. 249 THE CATON,1/30/2012,716,49
17K249,P.S. 249 THE CATON,1/31/2012,731,33
17K289,P.S. 289 GEORGE V. BROWER,1/3/2012,509,85
17K289,P.S. 289 GEORGE V. BROWER,1/4/2012,532,62
17K289,P.S. 289 GEORGE V. BROWER,1/5/2012,547,45
17K289,P.S. 289 GEORGE V. BROWER,1/6/2012,531,59
17K289,P.S. 289 GEORGE V. BROWER,1/9/2012,544,45
17K289,P.S. 289 GEORGE V. BROWER,1/10/2012,544,46
17K289,P.S. 289 GEORGE V. BROWER,1/11/2012,554,36
17K289,P.S. 289 GEORGE V. BROWER,1/12/2012,528,62
17K289,P.S. 289 GEORGE V. BROWER,1/13/2012,530,60
17K289,P.S. 289 GEORGE V. BROWER,1/17/2012,551,39
17K289,P.S. 289 GEORGE V. BROWER,1/18/2012,547,43
17K289,P.S. 289 GEORGE V. BROWER,1/19/2012,517,73
17K289,P.S. 289 GEORGE V. BROWER,1/20/2012,534,55
17K289,P.S. 289 GEORGE V. BROWER,1/23/2012,549,40
17K289,P.S. 289 GEORGE V. BROWER,1/24/2012,557,33
17K289,P.S. 289 GEORGE V. BROWER,1/25/2012,558,32
17K289,P.S. 289 GEORGE V. BROWER,1/26/2012,558,30
17K289,P.S. 289 GEORGE V. BROWER,1/27/2012,508,50
17K289,P.S. 289 GEORGE V. BROWER,1/30/2012,545,44
17K289,P.S. 289 GEORGE V. BROWER,1/31/2012,567,22
17K316,P.S. 316 ELIJAH STROUD,1/3/2012,250,35
17K316,P.S. 316 ELIJAH STROUD,1/4/2012,260,24
17K316,P.S. 316 ELIJAH STROUD,1/5/2012,274,10
17K316,P.S. 316 ELIJAH STROUD,1/6/2012,271,13
17K316,P.S. 316 ELIJAH STROUD,1/9/2012,268,18
17K316,P.S. 316 ELIJAH STROUD,1/10/2012,270,15
17K316,P.S. 316 ELIJAH STROUD,1/11/2012,268,17
17K316,P.S. 316 ELIJAH STROUD,1/12/2012,266,21
17K316,P.S. 316 ELIJAH STROUD,1/13/2012,273,14
17K316,P.S. 316 ELIJAH STROUD,1/17/2012,266,21
17K316,P.S. 316 ELIJAH STROUD,1/18/2012,279,8
17K316,P.S. 316 ELIJAH STROUD,1/19/2012,278,9
17K316,P.S. 316 ELIJAH STROUD,1/20/2012,277,10
17K316,P.S. 316 ELIJAH STROUD,1/23/2012,275,12
17K316,P.S. 316 ELIJAH STROUD,1/24/2012,273,14
17K316,P.S. 316 ELIJAH STROUD,1/25/2012,274,13
17K316,P.S. 316 ELIJAH STROUD,1/26/2012,252,10
17K316,P.S. 316 ELIJAH STROUD,1/27/2012,253,16
17K316,P.S. 316 ELIJAH STROUD,1/30/2012,263,24
17K316,P.S. 316 ELIJAH STROUD,1/31/2012,277,10
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/3/2012,196,25
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/4/2012,196,25
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/5/2012,211,10
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/6/2012,205,16
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/9/2012,200,19
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/10/2012,207,12
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/11/2012,206,13
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/12/2012,198,22
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/13/2012,200,20
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/17/2012,205,15
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/18/2012,208,12
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/19/2012,208,13
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/20/2012,207,14
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/23/2012,210,10
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/24/2012,206,14
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/25/2012,210,10
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/26/2012,204,17
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/27/2012,192,29
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/30/2012,206,15
17K334,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EX,1/31/2012,212,9
17K340,I.S. 340,1/3/2012,256,17
17K340,I.S. 340,1/4/2012,256,18
17K340,I.S. 340,1/5/2012,263,11
17K340,I.S. 340,1/6/2012,256,18
17K340,I.S. 340,1/9/2012,256,18
17K340,I.S. 340,1/10/2012,266,8
17K340,I.S. 340,1/11/2012,258,16
17K340,I.S. 340,1/12/2012,260,14
17K340,I.S. 340,1/13/2012,258,16
17K340,I.S. 340,1/17/2012,261,13
17K340,I.S. 340,1/18/2012,262,12
17K340,I.S. 340,1/19/2012,262,12
17K340,I.S. 340,1/20/2012,256,18
17K340,I.S. 340,1/23/2012,265,10
17K340,I.S. 340,1/24/2012,268,7
17K340,I.S. 340,1/25/2012,272,3
17K340,I.S. 340,1/26/2012,248,27
17K340,I.S. 340,1/27/2012,243,32
17K340,I.S. 340,1/30/2012,265,10
17K340,I.S. 340,1/31/2012,267,8
17K352,EBBETS FIELD MIDDLE SCHOOL,1/3/2012,316,33
17K352,EBBETS FIELD MIDDLE SCHOOL,1/4/2012,317,34
17K352,EBBETS FIELD MIDDLE SCHOOL,1/5/2012,323,27
17K352,EBBETS FIELD MIDDLE SCHOOL,1/6/2012,320,30
17K352,EBBETS FIELD MIDDLE SCHOOL,1/9/2012,329,22
17K352,EBBETS FIELD MIDDLE SCHOOL,1/10/2012,337,17
17K352,EBBETS FIELD MIDDLE SCHOOL,1/11/2012,336,20
17K352,EBBETS FIELD MIDDLE SCHOOL,1/12/2012,324,31
17K352,EBBETS FIELD MIDDLE SCHOOL,1/13/2012,332,23
17K352,EBBETS FIELD MIDDLE SCHOOL,1/17/2012,338,17
17K352,EBBETS FIELD MIDDLE SCHOOL,1/18/2012,328,29
17K352,EBBETS FIELD MIDDLE SCHOOL,1/19/2012,335,22
17K352,EBBETS FIELD MIDDLE SCHOOL,1/20/2012,333,24
17K352,EBBETS FIELD MIDDLE SCHOOL,1/23/2012,328,28
17K352,EBBETS FIELD MIDDLE SCHOOL,1/24/2012,327,29
17K352,EBBETS FIELD MIDDLE SCHOOL,1/25/2012,333,24
17K352,EBBETS FIELD MIDDLE SCHOOL,1/26/2012,335,22
17K352,EBBETS FIELD MIDDLE SCHOOL,1/27/2012,330,28
17K352,EBBETS FIELD MIDDLE SCHOOL,1/30/2012,323,36
17K352,EBBETS FIELD MIDDLE SCHOOL,1/31/2012,338,21
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/3/2012,161,16
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/4/2012,164,14
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/5/2012,164,14
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/6/2012,162,16
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/9/2012,163,15
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/10/2012,171,5
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/11/2012,166,10
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/12/2012,165,11
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/13/2012,167,9
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/17/2012,167,10
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/18/2012,168,9
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/19/2012,163,14
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/20/2012,166,11
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/23/2012,172,5
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/24/2012,170,7
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/25/2012,170,7
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/26/2012,171,6
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/27/2012,168,9
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/30/2012,168,8
17K353,ELIJAH STROUD MIDDLE SCHOOL,1/31/2012,166,10
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/3/2012,233,31
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/4/2012,239,24
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/5/2012,244,20
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/6/2012,255,10
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/9/2012,241,24
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/10/2012,244,21
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/11/2012,251,13
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/12/2012,230,34
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/13/2012,240,24
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/17/2012,234,30
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/18/2012,249,15
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/19/2012,243,22
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/20/2012,243,22
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/23/2012,246,19
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/24/2012,242,22
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/25/2012,247,17
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/26/2012,246,18
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/27/2012,243,21
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/30/2012,238,25
17K354,THE SCHOOL OF INTEGRATED LEARNING,1/31/2012,249,14
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/3/2012,505,49
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/4/2012,513,43
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/5/2012,523,33
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/6/2012,529,27
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/9/2012,511,48
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/10/2012,518,41
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/11/2012,530,29
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/12/2012,511,48
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/13/2012,515,44
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/17/2012,527,32
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/18/2012,523,34
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/19/2012,518,39
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/20/2012,513,44
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/23/2012,518,38
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/24/2012,521,35
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/25/2012,519,37
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/26/2012,525,32
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/27/2012,473,48
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/30/2012,512,45
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,1/31/2012,528,29
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/3/2012,444,109
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/4/2012,487,64
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/5/2012,487,62
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/6/2012,470,79
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/9/2012,489,58
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/10/2012,490,56
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/11/2012,494,50
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/12/2012,482,62
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/13/2012,484,60
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/17/2012,502,42
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/18/2012,497,47
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/19/2012,495,49
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/20/2012,486,59
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/23/2012,449,95
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/24/2012,159,6
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/25/2012,168,4
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/26/2012,168,4
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/27/2012,219,5
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/30/2012,126,18
17K382,ACADEMY FOR COLLEGE PREPARATION AND CARE,1/31/2012,491,53
17K394,M.S. K394,1/3/2012,592,45
17K394,M.S. K394,1/4/2012,582,54
17K394,M.S. K394,1/5/2012,590,47
17K394,M.S. K394,1/6/2012,584,53
17K394,M.S. K394,1/9/2012,586,51
17K394,M.S. K394,1/10/2012,608,29
17K394,M.S. K394,1/11/2012,609,27
17K394,M.S. K394,1/12/2012,584,52
17K394,M.S. K394,1/13/2012,613,23
17K394,M.S. K394,1/17/2012,610,26
17K394,M.S. K394,1/18/2012,609,27
17K394,M.S. K394,1/19/2012,610,26
17K394,M.S. K394,1/20/2012,607,29
17K394,M.S. K394,1/23/2012,614,21
17K394,M.S. K394,1/24/2012,609,26
17K394,M.S. K394,1/25/2012,608,27
17K394,M.S. K394,1/26/2012,606,30
17K394,M.S. K394,1/27/2012,549,34
17K394,M.S. K394,1/30/2012,597,39
17K394,M.S. K394,1/31/2012,623,13
17K397,P.S. 397 FOSTER LAURIE,1/3/2012,330,38
17K397,P.S. 397 FOSTER LAURIE,1/4/2012,339,30
17K397,P.S. 397 FOSTER LAURIE,1/5/2012,355,15
17K397,P.S. 397 FOSTER LAURIE,1/6/2012,354,16
17K397,P.S. 397 FOSTER LAURIE,1/9/2012,346,24
17K397,P.S. 397 FOSTER LAURIE,1/10/2012,349,23
17K397,P.S. 397 FOSTER LAURIE,1/11/2012,354,20
17K397,P.S. 397 FOSTER LAURIE,1/12/2012,351,24
17K397,P.S. 397 FOSTER LAURIE,1/13/2012,363,13
17K397,P.S. 397 FOSTER LAURIE,1/17/2012,350,26
17K397,P.S. 397 FOSTER LAURIE,1/18/2012,357,19
17K397,P.S. 397 FOSTER LAURIE,1/19/2012,356,20
17K397,P.S. 397 FOSTER LAURIE,1/20/2012,359,16
17K397,P.S. 397 FOSTER LAURIE,1/23/2012,360,15
17K397,P.S. 397 FOSTER LAURIE,1/24/2012,360,15
17K397,P.S. 397 FOSTER LAURIE,1/25/2012,357,18
17K397,P.S. 397 FOSTER LAURIE,1/26/2012,355,20
17K397,P.S. 397 FOSTER LAURIE,1/27/2012,352,23
17K397,P.S. 397 FOSTER LAURIE,1/30/2012,358,16
17K397,P.S. 397 FOSTER LAURIE,1/31/2012,355,19
17K398,P.S. 398 WALTER WEAVER,1/3/2012,306,67
17K398,P.S. 398 WALTER WEAVER,1/4/2012,324,48
17K398,P.S. 398 WALTER WEAVER,1/5/2012,328,45
17K398,P.S. 398 WALTER WEAVER,1/6/2012,332,41
17K398,P.S. 398 WALTER WEAVER,1/9/2012,343,30
17K398,P.S. 398 WALTER WEAVER,1/10/2012,348,24
17K398,P.S. 398 WALTER WEAVER,1/11/2012,346,26
17K398,P.S. 398 WALTER WEAVER,1/12/2012,339,35
17K398,P.S. 398 WALTER WEAVER,1/13/2012,339,35
17K398,P.S. 398 WALTER WEAVER,1/17/2012,345,28
17K398,P.S. 398 WALTER WEAVER,1/18/2012,353,22
17K398,P.S. 398 WALTER WEAVER,1/19/2012,344,32
17K398,P.S. 398 WALTER WEAVER,1/20/2012,342,34
17K398,P.S. 398 WALTER WEAVER,1/23/2012,342,32
17K398,P.S. 398 WALTER WEAVER,1/24/2012,347,27
17K398,P.S. 398 WALTER WEAVER,1/25/2012,339,36
17K398,P.S. 398 WALTER WEAVER,1/26/2012,335,42
17K398,P.S. 398 WALTER WEAVER,1/27/2012,296,45
17K398,P.S. 398 WALTER WEAVER,1/30/2012,339,38
17K398,P.S. 398 WALTER WEAVER,1/31/2012,340,35
17K399,P.S. 399 STANLEY EUGENE CLARK,1/3/2012,454,62
17K399,P.S. 399 STANLEY EUGENE CLARK,1/4/2012,479,38
17K399,P.S. 399 STANLEY EUGENE CLARK,1/5/2012,488,29
17K399,P.S. 399 STANLEY EUGENE CLARK,1/6/2012,489,25
17K399,P.S. 399 STANLEY EUGENE CLARK,1/9/2012,486,29
17K399,P.S. 399 STANLEY EUGENE CLARK,1/10/2012,488,29
17K399,P.S. 399 STANLEY EUGENE CLARK,1/11/2012,492,24
17K399,P.S. 399 STANLEY EUGENE CLARK,1/12/2012,468,48
17K399,P.S. 399 STANLEY EUGENE CLARK,1/13/2012,478,39
17K399,P.S. 399 STANLEY EUGENE CLARK,1/17/2012,489,28
17K399,P.S. 399 STANLEY EUGENE CLARK,1/18/2012,490,27
17K399,P.S. 399 STANLEY EUGENE CLARK,1/19/2012,493,23
17K399,P.S. 399 STANLEY EUGENE CLARK,1/20/2012,482,31
17K399,P.S. 399 STANLEY EUGENE CLARK,1/23/2012,474,42
17K399,P.S. 399 STANLEY EUGENE CLARK,1/24/2012,489,26
17K399,P.S. 399 STANLEY EUGENE CLARK,1/25/2012,489,24
17K399,P.S. 399 STANLEY EUGENE CLARK,1/26/2012,492,22
17K399,P.S. 399 STANLEY EUGENE CLARK,1/27/2012,484,30
17K399,P.S. 399 STANLEY EUGENE CLARK,1/30/2012,479,35
17K399,P.S. 399 STANLEY EUGENE CLARK,1/31/2012,496,18
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/3/2012,245,78
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/4/2012,267,57
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/5/2012,273,51
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/6/2012,258,66
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/9/2012,278,47
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/10/2012,278,48
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/11/2012,273,53
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/12/2012,264,63
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/13/2012,265,60
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/17/2012,270,54
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/18/2012,273,51
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/19/2012,274,50
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/20/2012,275,48
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/23/2012,249,74
17K408,ACADEMY OF HOSPITALITY AND TOURISM,1/31/2012,270,53
17K484,RONALD EDMONDS LEARNING CENTER II,1/3/2012,135,23
17K484,RONALD EDMONDS LEARNING CENTER II,1/4/2012,140,18
17K484,RONALD EDMONDS LEARNING CENTER II,1/5/2012,137,21
17K484,RONALD EDMONDS LEARNING CENTER II,1/6/2012,132,27
17K484,RONALD EDMONDS LEARNING CENTER II,1/9/2012,136,23
17K484,RONALD EDMONDS LEARNING CENTER II,1/10/2012,141,19
17K484,RONALD EDMONDS LEARNING CENTER II,1/11/2012,139,19
17K484,RONALD EDMONDS LEARNING CENTER II,1/12/2012,138,20
17K484,RONALD EDMONDS LEARNING CENTER II,1/13/2012,139,19
17K484,RONALD EDMONDS LEARNING CENTER II,1/17/2012,140,18
17K484,RONALD EDMONDS LEARNING CENTER II,1/18/2012,139,19
17K484,RONALD EDMONDS LEARNING CENTER II,1/19/2012,145,12
17K484,RONALD EDMONDS LEARNING CENTER II,1/20/2012,143,14
17K484,RONALD EDMONDS LEARNING CENTER II,1/23/2012,144,13
17K484,RONALD EDMONDS LEARNING CENTER II,1/24/2012,143,13
17K484,RONALD EDMONDS LEARNING CENTER II,1/25/2012,145,11
17K484,RONALD EDMONDS LEARNING CENTER II,1/26/2012,139,17
17K484,RONALD EDMONDS LEARNING CENTER II,1/27/2012,137,19
17K484,RONALD EDMONDS LEARNING CENTER II,1/30/2012,131,25
17K484,RONALD EDMONDS LEARNING CENTER II,1/31/2012,143,13
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/3/2012,93,88
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/4/2012,113,68
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/5/2012,117,64
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/6/2012,113,68
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/9/2012,128,53
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/10/2012,123,58
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/11/2012,128,53
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/12/2012,92,89
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/13/2012,104,77
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/17/2012,122,56
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/18/2012,123,55
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/19/2012,120,58
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/20/2012,107,70
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/23/2012,64,113
17K489,W.E.B. DUBOIS ACADEMIC HIGH SCHOOL,1/31/2012,125,50
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/3/2012,346,54
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/4/2012,357,44
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/5/2012,369,33
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/6/2012,360,42
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/9/2012,364,38
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/10/2012,375,27
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/11/2012,369,32
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/12/2012,366,35
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/13/2012,378,23
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/17/2012,376,25
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/18/2012,377,24
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/19/2012,379,22
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/20/2012,276,125
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/23/2012,230,171
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HE,1/31/2012,355,41
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/3/2012,268,60
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/4/2012,273,55
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/5/2012,286,42
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/6/2012,280,49
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/9/2012,284,45
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/10/2012,288,42
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/11/2012,290,39
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/12/2012,272,57
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/13/2012,285,44
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/17/2012,279,50
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/18/2012,286,43
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/19/2012,277,51
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/20/2012,282,46
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/23/2012,236,91
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,1/31/2012,267,36
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",1/3/2012,351,26
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",1/4/2012,353,24
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",1/5/2012,353,25
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",1/6/2012,355,22
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",1/9/2012,356,22
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",1/10/2012,365,13
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",1/11/2012,368,10
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",1/12/2012,360,18
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",1/13/2012,364,17
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",1/17/2012,350,30
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",1/18/2012,361,18
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",1/19/2012,364,16
